timestamp,pm25,completitud_observada,estacion,fuera_rango_valido,hora,dia_semana,mes,evaluable,particion
2024-01-07 10:00:00-03:00,6.466666666666667,1.0,Curva de Maroñas,False,10,6,1,True,entrenamiento
2024-01-07 11:00:00-03:00,3.05,1.0,Curva de Maroñas,False,11,6,1,True,entrenamiento
2024-01-07 12:00:00-03:00,3.0,1.0,Curva de Maroñas,False,12,6,1,True,entrenamiento
2024-01-07 13:00:00-03:00,3.2,1.0,Curva de Maroñas,False,13,6,1,True,entrenamiento
2024-01-07 14:00:00-03:00,3.566666666666667,1.0,Curva de Maroñas,False,14,6,1,True,entrenamiento
2024-01-07 15:00:00-03:00,3.0,1.0,Curva de Maroñas,False,15,6,1,True,entrenamiento
2024-01-07 16:00:00-03:00,3.0,1.0,Curva de Maroñas,False,16,6,1,True,entrenamiento
2024-01-07 17:00:00-03:00,3.0,1.0,Curva de Maroñas,False,17,6,1,True,entrenamiento
2024-01-07 18:00:00-03:00,3.05,1.0,Curva de Maroñas,False,18,6,1,True,entrenamiento
2024-01-07 19:00:00-03:00,3.0,1.0,Curva de Maroñas,False,19,6,1,True,entrenamiento
2024-01-07 20:00:00-03:00,4.066666666666666,1.0,Curva de Maroñas,False,20,6,1,True,entrenamiento
2024-01-07 21:00:00-03:00,4.85,1.0,Curva de Maroñas,False,21,6,1,True,entrenamiento
2024-01-07 22:00:00-03:00,3.9166666666666665,1.0,Curva de Maroñas,False,22,6,1,True,entrenamiento
2024-01-07 23:00:00-03:00,3.4833333333333334,1.0,Curva de Maroñas,False,23,6,1,True,entrenamiento
2024-01-08 00:00:00-03:00,3.2666666666666666,1.0,Curva de Maroñas,False,0,0,1,True,entrenamiento
2024-01-08 01:00:00-03:00,5.15,1.0,Curva de Maroñas,False,1,0,1,True,entrenamiento
2024-01-08 02:00:00-03:00,3.2,1.0,Curva de Maroñas,False,2,0,1,True,entrenamiento
2024-01-08 03:00:00-03:00,4.616666666666666,1.0,Curva de Maroñas,False,3,0,1,True,entrenamiento
2024-01-08 04:00:00-03:00,9.8,1.0,Curva de Maroñas,False,4,0,1,True,entrenamiento
2024-01-08 05:00:00-03:00,8.383333333333333,1.0,Curva de Maroñas,False,5,0,1,True,entrenamiento
2024-01-08 06:00:00-03:00,8.8,1.0,Curva de Maroñas,False,6,0,1,True,entrenamiento
2024-01-08 07:00:00-03:00,4.7,1.0,Curva de Maroñas,False,7,0,1,True,entrenamiento
2024-01-08 08:00:00-03:00,3.066666666666667,1.0,Curva de Maroñas,False,8,0,1,True,entrenamiento
2024-01-08 09:00:00-03:00,3.4166666666666665,0.9666666666666667,Curva de Maroñas,False,9,0,1,True,entrenamiento
2024-01-08 10:00:00-03:00,3.05,1.0,Curva de Maroñas,False,10,0,1,True,entrenamiento
2024-01-08 11:00:00-03:00,3.05,1.0,Curva de Maroñas,False,11,0,1,True,entrenamiento
2024-01-08 12:00:00-03:00,3.0,1.0,Curva de Maroñas,False,12,0,1,True,entrenamiento
2024-01-08 13:00:00-03:00,3.0,1.0,Curva de Maroñas,False,13,0,1,True,entrenamiento
2024-01-08 14:00:00-03:00,3.1,1.0,Curva de Maroñas,False,14,0,1,True,entrenamiento
2024-01-08 15:00:00-03:00,3.066666666666667,1.0,Curva de Maroñas,False,15,0,1,True,entrenamiento
2024-01-08 16:00:00-03:00,3.0,1.0,Curva de Maroñas,False,16,0,1,True,entrenamiento
2024-01-08 17:00:00-03:00,3.6166666666666667,1.0,Curva de Maroñas,False,17,0,1,True,entrenamiento
2024-01-08 18:00:00-03:00,3.9833333333333334,1.0,Curva de Maroñas,False,18,0,1,True,entrenamiento
2024-01-08 19:00:00-03:00,3.466666666666667,1.0,Curva de Maroñas,False,19,0,1,True,entrenamiento
2024-01-08 20:00:00-03:00,11.416666666666666,1.0,Curva de Maroñas,False,20,0,1,True,entrenamiento
2024-01-08 21:00:00-03:00,17.0,1.0,Curva de Maroñas,False,21,0,1,True,entrenamiento
2024-01-08 22:00:00-03:00,43.7,1.0,Curva de Maroñas,False,22,0,1,True,entrenamiento
2024-01-08 23:00:00-03:00,41.5,1.0,Curva de Maroñas,False,23,0,1,True,entrenamiento
2024-01-09 00:00:00-03:00,23.25,1.0,Curva de Maroñas,False,0,1,1,True,entrenamiento
2024-01-09 01:00:00-03:00,5.05,1.0,Curva de Maroñas,False,1,1,1,True,entrenamiento
2024-01-09 02:00:00-03:00,4.316666666666666,1.0,Curva de Maroñas,False,2,1,1,True,entrenamiento
2024-01-09 03:00:00-03:00,7.95,1.0,Curva de Maroñas,False,3,1,1,True,entrenamiento
2024-01-09 04:00:00-03:00,6.466666666666667,1.0,Curva de Maroñas,False,4,1,1,True,entrenamiento
2024-01-09 05:00:00-03:00,4.083333333333333,1.0,Curva de Maroñas,False,5,1,1,True,entrenamiento
2024-01-09 06:00:00-03:00,3.8666666666666667,1.0,Curva de Maroñas,False,6,1,1,True,entrenamiento
2024-01-09 07:00:00-03:00,3.7333333333333334,1.0,Curva de Maroñas,False,7,1,1,True,entrenamiento
2024-01-09 08:00:00-03:00,4.066666666666666,1.0,Curva de Maroñas,False,8,1,1,True,entrenamiento
2024-01-09 09:00:00-03:00,4.5,0.9666666666666667,Curva de Maroñas,False,9,1,1,True,entrenamiento
2024-01-09 10:00:00-03:00,3.3833333333333333,1.0,Curva de Maroñas,False,10,1,1,True,entrenamiento
2024-01-09 11:00:00-03:00,3.0,1.0,Curva de Maroñas,False,11,1,1,True,entrenamiento
2024-01-09 12:00:00-03:00,3.0,1.0,Curva de Maroñas,False,12,1,1,True,entrenamiento
2024-01-09 13:00:00-03:00,3.0,1.0,Curva de Maroñas,False,13,1,1,True,entrenamiento
2024-01-09 14:00:00-03:00,4.066666666666666,1.0,Curva de Maroñas,False,14,1,1,True,entrenamiento
2024-01-09 15:00:00-03:00,3.0,1.0,Curva de Maroñas,False,15,1,1,True,entrenamiento
2024-01-09 16:00:00-03:00,3.0,1.0,Curva de Maroñas,False,16,1,1,True,entrenamiento
2024-01-09 17:00:00-03:00,3.066666666666667,1.0,Curva de Maroñas,False,17,1,1,True,entrenamiento
2024-01-09 18:00:00-03:00,4.133333333333334,1.0,Curva de Maroñas,False,18,1,1,True,entrenamiento
2024-01-09 19:00:00-03:00,5.55,1.0,Curva de Maroñas,False,19,1,1,True,entrenamiento
2024-01-09 20:00:00-03:00,10.533333333333333,1.0,Curva de Maroñas,False,20,1,1,True,entrenamiento
2024-01-09 21:00:00-03:00,6.8,1.0,Curva de Maroñas,False,21,1,1,True,entrenamiento
2024-01-09 22:00:00-03:00,12.866666666666667,1.0,Curva de Maroñas,False,22,1,1,True,entrenamiento
2024-01-09 23:00:00-03:00,9.216666666666667,1.0,Curva de Maroñas,False,23,1,1,True,entrenamiento
2024-01-10 00:00:00-03:00,8.783333333333333,1.0,Curva de Maroñas,False,0,2,1,True,entrenamiento
2024-01-10 01:00:00-03:00,8.283333333333333,1.0,Curva de Maroñas,False,1,2,1,True,entrenamiento
2024-01-10 02:00:00-03:00,12.466666666666667,1.0,Curva de Maroñas,False,2,2,1,True,entrenamiento
2024-01-10 03:00:00-03:00,5.85,1.0,Curva de Maroñas,False,3,2,1,True,entrenamiento
2024-01-10 04:00:00-03:00,3.316666666666667,1.0,Curva de Maroñas,False,4,2,1,True,entrenamiento
2024-01-10 05:00:00-03:00,3.0833333333333335,1.0,Curva de Maroñas,False,5,2,1,True,entrenamiento
2024-01-10 06:00:00-03:00,3.05,1.0,Curva de Maroñas,False,6,2,1,True,entrenamiento
2024-01-10 07:00:00-03:00,3.25,1.0,Curva de Maroñas,False,7,2,1,True,entrenamiento
2024-01-10 08:00:00-03:00,3.0,1.0,Curva de Maroñas,False,8,2,1,True,entrenamiento
2024-01-10 09:00:00-03:00,3.216666666666667,0.9666666666666667,Curva de Maroñas,False,9,2,1,True,entrenamiento
2024-01-10 10:00:00-03:00,3.283333333333333,1.0,Curva de Maroñas,False,10,2,1,True,entrenamiento
2024-01-10 11:00:00-03:00,3.45,1.0,Curva de Maroñas,False,11,2,1,True,entrenamiento
2024-01-10 12:00:00-03:00,3.066666666666667,1.0,Curva de Maroñas,False,12,2,1,True,entrenamiento
2024-01-10 13:00:00-03:00,3.0,1.0,Curva de Maroñas,False,13,2,1,True,entrenamiento
2024-01-10 14:00:00-03:00,3.0,1.0,Curva de Maroñas,False,14,2,1,True,entrenamiento
2024-01-10 15:00:00-03:00,3.0,1.0,Curva de Maroñas,False,15,2,1,True,entrenamiento
2024-01-10 16:00:00-03:00,3.0,1.0,Curva de Maroñas,False,16,2,1,True,entrenamiento
2024-01-10 17:00:00-03:00,3.0,1.0,Curva de Maroñas,False,17,2,1,True,entrenamiento
2024-01-10 18:00:00-03:00,3.0,1.0,Curva de Maroñas,False,18,2,1,True,entrenamiento
2024-01-10 19:00:00-03:00,3.066666666666667,1.0,Curva de Maroñas,False,19,2,1,True,entrenamiento
2024-01-10 20:00:00-03:00,4.983333333333333,1.0,Curva de Maroñas,False,20,2,1,True,entrenamiento
2024-01-10 21:00:00-03:00,6.416666666666667,1.0,Curva de Maroñas,False,21,2,1,True,entrenamiento
2024-01-10 22:00:00-03:00,9.15,1.0,Curva de Maroñas,False,22,2,1,True,entrenamiento
2024-01-10 23:00:00-03:00,13.416666666666666,1.0,Curva de Maroñas,False,23,2,1,True,entrenamiento
2024-01-11 00:00:00-03:00,10.2,1.0,Curva de Maroñas,False,0,3,1,True,entrenamiento
2024-01-11 01:00:00-03:00,7.35,1.0,Curva de Maroñas,False,1,3,1,True,entrenamiento
2024-01-11 02:00:00-03:00,3.0833333333333335,1.0,Curva de Maroñas,False,2,3,1,True,entrenamiento
2024-01-11 03:00:00-03:00,3.0,1.0,Curva de Maroñas,False,3,3,1,True,entrenamiento
2024-01-11 04:00:00-03:00,3.0,1.0,Curva de Maroñas,False,4,3,1,True,entrenamiento
2024-01-11 05:00:00-03:00,3.0,1.0,Curva de Maroñas,False,5,3,1,True,entrenamiento
2024-01-11 06:00:00-03:00,3.0,1.0,Curva de Maroñas,False,6,3,1,True,entrenamiento
2024-01-11 07:00:00-03:00,5.6,1.0,Curva de Maroñas,False,7,3,1,True,entrenamiento
2024-01-11 08:00:00-03:00,3.7333333333333334,1.0,Curva de Maroñas,False,8,3,1,True,entrenamiento
2024-01-11 09:00:00-03:00,3.1,0.9666666666666667,Curva de Maroñas,False,9,3,1,True,entrenamiento
2024-01-11 10:00:00-03:00,3.0,1.0,Curva de Maroñas,False,10,3,1,True,entrenamiento
2024-01-11 11:00:00-03:00,3.0,1.0,Curva de Maroñas,False,11,3,1,True,entrenamiento
2024-01-11 12:00:00-03:00,3.0,1.0,Curva de Maroñas,False,12,3,1,True,entrenamiento
2024-01-11 13:00:00-03:00,3.5166666666666666,1.0,Curva de Maroñas,False,13,3,1,True,entrenamiento
